Latitude (decimal degrees):	49.418
Longitude (decimal degrees):	2.825
Elevation (m):	43
Radiation database:	PVGIS-SARAH3


Slope: 38 deg. (optimum)
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20210119:0610,0.0,0.0,0.0,4.79,6.76,0.0
20210119:0710,0.0,0.0,0.0,5.28,6.69,0.0
20210119:0810,0.0,4.57,3.87,4.97,6.69,0.0
20210119:0910,18.07,33.85,10.88,4.99,6.48,0.0
20210119:1010,26.65,44.83,16.21,5.21,6.34,0.0
20210119:1110,47.04,69.53,19.42,5.69,6.14,0.0
20210119:1210,29.46,48.49,20.19,6.09,5.59,0.0
20210119:1310,22.11,39.34,18.44,6.75,5.66,0.0
20210119:1410,16.48,32.02,14.35,7.24,6.21,0.0
20210119:1510,7.43,19.21,8.31,7.23,5.24,0.0
20210119:1610,0.0,0.0,0.0,6.96,4.83,0.0
20210119:1710,0.0,0.0,0.0,6.59,4.83,0.0
20210119:1810,0.0,0.0,0.0,6.29,5.03,0.0
20210119:1910,0.0,0.0,0.0,5.78,5.17,0.0
20210119:2010,0.0,0.0,0.0,5.7,5.17,0.0
20210119:2110,0.0,0.0,0.0,5.44,5.17,0.0
20210119:2210,0.0,0.0,0.0,5.45,5.17,0.0
20210119:2310,0.0,0.0,0.0,5.33,5.31,0.0
20210120:0010,0.0,0.0,0.0,5.1,5.24,0.0
20210120:0110,0.0,0.0,0.0,5.16,5.45,0.0
20210120:0210,0.0,0.0,0.0,5.54,5.66,0.0
20210120:0310,0.0,0.0,0.0,6.14,5.66,0.0
20210120:0410,0.0,0.0,0.0,6.49,5.45,0.0
20210120:0510,0.0,0.0,0.0,6.55,5.86,0.0
20210120:0610,0.0,0.0,0.0,6.68,6.0,0.0
20210120:0710,0.0,0.0,0.0,7.0,5.79,0.0
20210120:0810,9.37,22.25,4.01,7.49,6.0,0.0
20210120:0910,28.44,47.57,11.04,8.05,6.21,0.0
20210120:1010,270.92,318.14,16.39,8.7,6.34,0.0
20210120:1110,167.09,205.35,19.62,9.28,6.41,0.0
20210120:1210,442.09,512.11,20.4,9.61,6.48,0.0
20210120:1310,439.73,509.49,18.66,9.95,6.76,0.0
20210120:1410,279.32,329.41,14.58,10.28,6.76,0.0
20210120:1510,197.39,240.7,8.53,10.63,6.76,0.0
20210120:1610,0.0,0.0,0.0,10.77,6.76,0.0
20210120:1710,0.0,0.0,0.0,10.58,6.83,0.0
20210120:1810,0.0,0.0,0.0,10.55,7.17,0.0
20210120:1910,0.0,0.0,0.0,10.23,7.45,0.0
20210120:2010,0.0,0.0,0.0,10.04,7.38,0.0
20210120:2110,0.0,0.0,0.0,10.33,7.93,0.0
20210120:2210,0.0,0.0,0.0,10.61,8.62,0.0
20210120:2310,0.0,0.0,0.0,10.9,9.79,0.0
20210121:0010,0.0,0.0,0.0,10.18,10.21,0.0
20210121:0110,0.0,0.0,0.0,9.92,10.21,0.0
20210121:0210,0.0,0.0,0.0,9.48,9.72,0.0
20210121:0310,0.0,0.0,0.0,9.22,8.76,0.0
20210121:0410,0.0,0.0,0.0,8.45,7.1,0.0
20210121:0510,0.0,0.0,0.0,6.74,5.38,0.0
20210121:0610,0.0,0.0,0.0,5.63,5.03,0.0
20210121:0710,0.0,0.0,0.0,5.16,5.17,0.0
20210121:0810,46.76,69.84,4.16,4.76,5.38,0.0
20210121:0910,130.72,162.22,11.21,5.27,5.72,0.0
20210121:1010,213.75,253.11,16.57,6.22,5.52,0.0
20210121:1110,295.83,344.52,19.82,7.16,5.31,0.0
20210121:1210,201.35,242.05,20.62,8.21,6.07,0.0
20210121:1310,29.09,48.49,18.89,8.57,5.1,0.0
20210121:1410,34.27,54.89,14.81,8.55,5.79,0.0
20210121:1510,15.73,31.11,8.76,8.1,5.45,0.0
20210121:1610,0.0,0.0,0.0,8.17,6.69,0.0
20210121:1710,0.0,0.0,0.0,8.74,8.48,0.0
20210121:1810,0.0,0.0,0.0,9.32,9.52,0.0
20210121:1910,0.0,0.0,0.0,9.33,9.24,0.0
20210121:2010,0.0,0.0,0.0,9.19,8.9,0.0
20210121:2110,0.0,0.0,0.0,9.16,8.9,0.0
20210121:2210,0.0,0.0,0.0,9.1,9.17,0.0
20210121:2310,0.0,0.0,0.0,8.6,7.79,0.0
20210122:0010,0.0,0.0,0.0,7.28,5.86,0.0
20210122:0110,0.0,0.0,0.0,5.43,3.79,0.0
20210122:0210,0.0,0.0,0.0,4.64,1.93,0.0
20210122:0310,0.0,0.0,0.0,4.25,1.79,0.0
20210122:0410,0.0,0.0,0.0,4.08,1.86,0.0
20210122:0510,0.0,0.0,0.0,3.92,1.93,0.0
20210122:0610,0.0,0.0,0.0,3.82,1.79,0.0
20210122:0710,0.0,0.0,0.0,3.95,2.14,0.0
20210122:0810,85.54,114.86,4.31,3.67,2.07,0.0
20210122:0910,173.56,209.43,11.38,4.1,1.79,0.0
20210122:1010,534.7,623.76,16.77,5.16,2.07,0.0
20210122:1110,157.74,193.95,20.04,6.4,2.9,0.0
20210122:1210,298.12,350.51,20.85,7.07,2.55,0.0
20210122:1310,457.54,535.99,19.12,7.56,2.41,0.0
20210122:1410,218.66,262.07,15.04,7.74,2.48,0.0
20210122:1510,201.08,243.95,8.99,7.63,2.28,0.0
20210122:1610,0.0,0.0,0.0,6.63,1.79,0.0
20210122:1710,0.0,0.0,0.0,5.15,2.14,0.0
20210122:1810,0.0,0.0,0.0,3.84,2.48,0.0
20210122:1910,0.0,0.0,0.0,3.73,2.21,0.0
20210122:2010,0.0,0.0,0.0,3.25,2.55,0.0
20210122:2110,0.0,0.0,0.0,3.22,2.97,0.0
20210122:2210,0.0,0.0,0.0,3.27,3.31,0.0
20210122:2310,0.0,0.0,0.0,3.18,3.52,0.0
20210123:0010,0.0,0.0,0.0,3.36,3.59,0.0
20210123:0110,0.0,0.0,0.0,3.05,3.86,0.0
20210123:0210,0.0,0.0,0.0,2.61,3.79,0.0
20210123:0310,0.0,0.0,0.0,2.13,3.24,0.0
20210123:0410,0.0,0.0,0.0,1.44,3.03,0.0
20210123:0510,0.0,0.0,0.0,1.03,3.1,0.0
20210123:0610,0.0,0.0,0.0,1.01,2.83,0.0
20210123:0710,0.0,0.0,0.0,1.55,2.55,0.0
20210123:0810,12.6,26.3,4.47,1.52,2.76,0.0
20210123:0910,86.61,112.84,11.56,2.11,2.76,0.0
20210123:1010,23.98,41.17,16.97,2.91,2.9,0.0
20210123:1110,39.09,59.47,20.26,2.54,2.62,0.0
20210123:1210,36.83,56.72,21.09,2.23,2.55,0.0
20210123:1310,29.23,47.57,19.36,2.32,2.76,0.0
20210123:1410,110.92,140.32,15.28,2.52,0.76,0.0
20210123:1510,18.97,34.77,9.22,2.63,2.28,0.0
20210123:1610,0.0,0.91,1.66,2.29,3.03,0.0
20210123:1710,0.0,0.0,0.0,1.94,3.45,0.0
20210123:1810,0.0,0.0,0.0,1.97,3.52,0.0
20210123:1910,0.0,0.0,0.0,1.43,4.0,0.0
20210123:2010,0.0,0.0,0.0,1.72,5.03,0.0
20210123:2110,0.0,0.0,0.0,1.75,3.86,0.0
20210123:2210,0.0,0.0,0.0,1.85,3.86,0.0
20210123:2310,0.0,0.0,0.0,1.73,3.93,0.0
20210124:0010,0.0,0.0,0.0,1.4,3.72,0.0
20210124:0110,0.0,0.0,0.0,0.85,3.24,0.0
20210124:0210,0.0,0.0,0.0,0.14,2.62,0.0
20210124:0310,0.0,0.0,0.0,-0.79,2.48,0.0
20210124:0410,0.0,0.0,0.0,-1.44,2.55,0.0
20210124:0510,0.0,0.0,0.0,-1.96,2.55,0.0
20210124:0610,0.0,0.0,0.0,-2.38,2.55,0.0
20210124:0710,0.0,0.0,0.0,-1.83,2.48,0.0
20210124:0810,41.83,62.31,4.63,-1.88,2.55,0.0
20210124:0910,131.13,159.57,11.74,-0.66,2.41,0.0
20210124:1010,42.58,63.13,17.17,0.73,3.1,0.0
20210124:1110,135.0,165.53,20.48,1.51,3.66,0.0
20210124:1210,76.9,102.47,21.33,1.74,3.66,0.0
20210124:1310,29.39,47.57,19.61,1.38,3.86,0.0
20210124:1410,32.44,51.23,15.52,1.38,4.76,0.0
20210124:1510,21.29,37.51,9.46,1.25,5.86,0.0
20210124:1610,0.0,0.91,1.89,1.41,4.97,0.0
20210124:1710,0.0,0.0,0.0,1.65,4.07,0.0
20210124:1810,0.0,0.0,0.0,1.51,3.86,0.0
20210124:1910,0.0,0.0,0.0,0.78,3.59,0.0
20210124:2010,0.0,0.0,0.0,0.82,3.17,0.0
20210124:2110,0.0,0.0,0.0,0.89,3.03,0.0
20210124:2210,0.0,0.0,0.0,1.06,3.17,0.0
20210124:2310,0.0,0.0,0.0,1.52,3.17,0.0
20210125:0010,0.0,0.0,0.0,1.82,3.1,0.0
20210125:0110,0.0,0.0,0.0,2.06,3.24,0.0
20210125:0210,0.0,0.0,0.0,2.01,3.45,0.0
20210125:0310,0.0,0.0,0.0,1.86,3.59,0.0
20210125:0410,0.0,0.0,0.0,1.65,3.31,0.0
20210125:0510,0.0,0.0,0.0,1.43,3.24,0.0
20210125:0610,0.0,0.0,0.0,1.34,3.24,0.0
20210125:0710,0.0,0.0,0.0,1.12,3.31,0.0
20210125:0810,14.4,28.7,4.81,1.27,3.52,0.0
20210125:0910,34.7,53.98,11.93,1.54,4.55,0.0
20210125:1010,193.92,228.06,17.39,2.24,5.31,0.0
20210125:1110,519.6,586.11,20.72,2.86,5.38,0.0
20210125:1210,515.59,583.85,21.57,3.85,5.59,0.0
20210125:1310,346.96,397.19,19.86,4.29,4.62,0.0
20210125:1410,404.19,461.85,15.77,4.36,4.14,0.0
20210125:1510,335.31,388.56,9.7,4.41,3.72,0.0
20210125:1610,0.0,4.57,2.12,3.67,3.03,0.0
20210125:1710,0.0,0.0,0.0,2.14,2.97,0.0
20210125:1810,0.0,0.0,0.0,1.05,2.9,0.0
20210125:1910,0.0,0.0,0.0,0.92,2.76,0.0
20210125:2010,0.0,0.0,0.0,0.58,2.69,0.0
20210125:2110,0.0,0.0,0.0,0.13,2.9,0.0
20210125:2210,0.0,0.0,0.0,-0.1,2.97,0.0
20210125:2310,0.0,0.0,0.0,-0.44,3.03,0.0
20210126:0010,0.0,0.0,0.0,-0.64,3.03,0.0
20210126:0110,0.0,0.0,0.0,-0.78,3.03,0.0
20210126:0210,0.0,0.0,0.0,-0.76,2.97,0.0
20210126:0310,0.0,0.0,0.0,-0.95,3.1,0.0
20210126:0410,0.0,0.0,0.0,-1.0,3.1,0.0
20210126:0510,0.0,0.0,0.0,-1.01,3.03,0.0
20210126:0610,0.0,0.0,0.0,-1.0,3.03,0.0
20210126:0710,0.0,0.0,0.0,-0.32,2.83,0.0
20210126:0810,140.14,173.77,4.98,-0.09,2.76,0.0
20210126:0910,182.7,215.99,12.13,0.81,2.55,0.0
20210126:1010,289.43,332.5,17.61,2.19,3.03,0.0
20210126:1110,177.83,212.99,20.95,3.1,3.17,0.0
20210126:1210,121.12,152.17,21.82,3.83,3.52,0.0
20210126:1310,145.02,178.18,20.12,4.26,3.72,0.0
20210126:1410,137.25,169.51,16.03,4.56,3.66,0.0
20210126:1510,59.33,83.23,9.95,4.33,2.97,0.0
20210126:1610,0.0,4.57,2.36,3.7,2.62,0.0
20210126:1710,0.0,0.0,0.0,2.97,2.97,0.0
20210126:1810,0.0,0.0,0.0,2.61,3.59,0.0
20210126:1910,0.0,0.0,0.0,1.94,3.79,0.0
20210126:2010,0.0,0.0,0.0,1.77,4.28,0.0
20210126:2110,0.0,0.0,0.0,1.66,3.93,0.0
20210126:2210,0.0,0.0,0.0,1.57,4.0,0.0
20210126:2310,0.0,0.0,0.0,1.42,4.83,0.0
20210127:0010,0.0,0.0,0.0,1.44,5.1,0.0
20210127:0110,0.0,0.0,0.0,1.64,5.24,0.0
20210127:0210,0.0,0.0,0.0,1.68,5.24,0.0
20210127:0310,0.0,0.0,0.0,1.49,5.03,0.0
20210127:0410,0.0,0.0,0.0,1.53,4.62,0.0
20210127:0510,0.0,0.0,0.0,1.64,4.21,0.0
20210127:0610,0.0,0.0,0.0,1.78,3.86,0.0
20210127:0710,0.0,0.0,0.0,2.28,3.38,0.0
20210127:0810,49.94,72.96,5.17,2.77,3.17,0.0
20210127:0910,13.38,27.45,12.33,3.47,3.03,0.0
20210127:1010,51.17,74.1,17.83,4.25,2.48,0.0
20210127:1110,62.82,87.83,21.2,5.05,2.76,0.0
20210127:1210,58.63,83.25,22.08,5.89,3.03,0.0
20210127:1310,88.94,118.13,20.38,6.57,2.76,0.0
20210127:1410,32.98,53.06,16.28,7.03,2.83,0.0
20210127:1510,130.23,164.16,10.2,7.35,2.69,0.0
20210127:1610,0.0,3.66,2.6,7.51,2.83,0.0
20210127:1710,0.0,0.0,0.0,7.66,2.83,0.0
20210127:1810,0.0,0.0,0.0,7.78,3.03,0.0
20210127:1910,0.0,0.0,0.0,7.47,2.55,0.0
20210127:2010,0.0,0.0,0.0,7.53,2.55,0.0
20210127:2110,0.0,0.0,0.0,7.56,2.69,0.0
20210127:2210,0.0,0.0,0.0,7.61,2.76,0.0
20210127:2310,0.0,0.0,0.0,7.63,2.76,0.0
20210128:0010,0.0,0.0,0.0,7.65,2.9,0.0
20210128:0110,0.0,0.0,0.0,7.67,3.17,0.0
20210128:0210,0.0,0.0,0.0,7.78,3.45,0.0
20210128:0310,0.0,0.0,0.0,8.18,4.07,0.0
20210128:0410,0.0,0.0,0.0,8.89,4.97,0.0
20210128:0510,0.0,0.0,0.0,9.48,5.17,0.0
20210128:0610,0.0,0.0,0.0,9.54,4.55,0.0
20210128:0710,0.0,0.0,0.0,10.39,5.86,0.0
20210128:0810,48.77,73.63,5.36,10.49,6.28,0.0
20210128:0910,80.91,110.08,12.54,10.85,6.41,0.0
20210128:1010,112.26,146.03,18.06,11.32,6.62,0.0
20210128:1110,47.21,71.36,21.45,11.63,6.69,0.0
20210128:1210,111.02,145.36,22.34,11.82,6.62,0.0
20210128:1310,30.04,50.32,20.64,12.03,6.48,0.0
20210128:1410,25.71,44.83,16.55,12.2,6.34,0.0
20210128:1510,66.09,93.57,10.45,12.11,6.07,0.0
20210128:1610,0.0,3.66,2.84,11.86,5.66,0.0
20210128:1710,0.0,0.0,0.0,11.52,5.17,0.0
20210128:1810,0.0,0.0,0.0,11.29,4.76,0.0
20210128:1910,0.0,0.0,0.0,11.01,3.93,0.0
20210128:2010,0.0,0.0,0.0,10.97,4.21,0.0
20210128:2110,0.0,0.0,0.0,11.09,5.38,0.0
20210128:2210,0.0,0.0,0.0,10.97,5.66,0.0
20210128:2310,0.0,0.0,0.0,10.95,5.38,0.0
20210129:0010,0.0,0.0,0.0,10.43,5.93,0.0
20210129:0110,0.0,0.0,0.0,10.27,6.48,0.0
20210129:0210,0.0,0.0,0.0,10.69,8.07,0.0
20210129:0310,0.0,0.0,0.0,10.25,8.21,0.0
20210129:0410,0.0,0.0,0.0,9.57,7.31,0.0
20210129:0510,0.0,0.0,0.0,8.92,6.62,0.0
20210129:0610,0.0,0.0,0.0,8.69,6.21,0.0
20210129:0710,0.0,0.0,0.0,8.76,6.0,0.0
20210129:0810,72.02,100.77,5.55,9.07,6.83,0.0
20210129:0910,4.5,14.64,12.76,9.19,6.62,0.0
20210129:1010,38.54,60.38,18.3,9.76,6.48,0.0
20210129:1110,61.47,87.83,21.7,10.07,6.07,0.0
20210129:1210,396.63,462.21,22.61,10.69,7.17,0.0
20210129:1310,28.89,48.49,20.91,10.11,8.14,0.0
20210129:1410,29.7,49.4,16.81,9.56,8.28,0.0
20210129:1510,8.54,21.04,10.71,9.56,7.93,0.0
20210129:1610,0.0,2.74,3.08,9.1,7.52,0.0
20210129:1710,0.0,0.0,0.0,8.75,6.21,0.0
20210129:1810,0.0,0.0,0.0,8.54,5.31,0.0
20210129:1910,0.0,0.0,0.0,8.2,5.17,0.0
20210129:2010,0.0,0.0,0.0,8.36,4.69,0.0
20210129:2110,0.0,0.0,0.0,8.21,4.69,0.0
20210129:2210,0.0,0.0,0.0,8.0,4.55,0.0
20210129:2310,0.0,0.0,0.0,7.64,4.48,0.0
20210130:0010,0.0,0.0,0.0,7.25,4.07,0.0
20210130:0110,0.0,0.0,0.0,6.88,3.66,0.0
20210130:0210,0.0,0.0,0.0,6.43,3.1,0.0
20210130:0310,0.0,0.0,0.0,6.24,2.9,0.0
20210130:0410,0.0,0.0,0.0,6.37,2.76,0.0
20210130:0510,0.0,0.0,0.0,6.52,2.41,0.0
20210130:0610,0.0,0.0,0.0,6.78,3.1,0.0
20210130:0710,0.0,0.0,0.0,7.58,3.86,0.0
20210130:0810,7.4,19.21,5.75,7.99,3.72,0.0
20210130:0910,32.01,52.15,12.98,8.47,3.38,0.0
20210130:1010,48.47,72.27,18.54,9.2,4.07,0.0
20210130:1110,140.75,177.66,21.97,9.83,4.28,0.0
20210130:1210,382.48,449.94,22.88,10.53,4.41,0.0
20210130:1310,234.26,282.59,21.19,10.98,4.28,0.0
20210130:1410,171.45,212.72,17.08,11.38,3.66,0.0
20210130:1510,210.89,258.33,10.97,11.45,3.03,0.0
20210130:1610,2.41,10.98,3.33,10.8,2.28,0.0
20210130:1710,0.0,0.0,0.0,9.3,2.21,0.0
20210130:1810,0.0,0.0,0.0,8.4,1.38,0.0
20210130:1910,0.0,0.0,0.0,7.74,1.1,0.0
20210130:2010,0.0,0.0,0.0,7.63,1.45,0.0
20210130:2110,0.0,0.0,0.0,7.63,1.86,0.0
20210130:2210,0.0,0.0,0.0,7.45,2.14,0.0
20210130:2310,0.0,0.0,0.0,7.16,2.62,0.0
20210131:0010,0.0,0.0,0.0,6.81,3.1,0.0
20210131:0110,0.0,0.0,0.0,6.34,3.45,0.0
20210131:0210,0.0,0.0,0.0,5.86,3.59,0.0
20210131:0310,0.0,0.0,0.0,5.35,3.66,0.0
20210131:0410,0.0,0.0,0.0,4.84,3.66,0.0
20210131:0510,0.0,0.0,0.0,4.4,3.45,0.0
20210131:0610,0.0,0.0,0.0,4.22,3.03,0.0
20210131:0710,0.0,0.0,0.0,4.76,2.69,0.0
20210131:0810,69.85,96.67,5.96,4.62,2.41,0.0
20210131:0910,42.16,63.56,13.21,4.65,2.28,0.0
20210131:1010,20.87,37.51,18.79,4.88,2.48,0.0
20210131:1110,107.93,138.79,22.23,5.27,2.41,0.0
20210131:1210,27.22,45.74,23.16,5.98,2.21,0.0
20210131:1310,35.25,55.81,21.47,6.68,1.79,0.0
20210131:1410,19.89,36.59,17.35,7.38,1.59,0.0
20210131:1510,11.13,24.7,11.23,7.68,1.38,0.0
20210131:1610,0.68,7.32,3.58,7.6,1.59,0.0
20210131:1710,0.0,0.0,0.0,7.36,2.07,0.0
20210131:1810,0.0,0.0,0.0,7.08,2.07,0.0
20210131:1910,0.0,0.0,0.0,7.67,2.28,0.0
20210131:2010,0.0,0.0,0.0,7.71,2.28,0.0
20210131:2110,0.0,0.0,0.0,7.7,2.21,0.0
20210131:2210,0.0,0.0,0.0,7.72,1.93,0.0
20210131:2310,0.0,0.0,0.0,7.61,1.72,0.0
20210201:0010,0.0,0.0,0.0,7.64,1.66,0.0
20210201:0110,0.0,0.0,0.0,7.64,1.24,0.0
20210201:0210,0.0,0.0,0.0,7.67,1.1,0.0
20210201:0310,0.0,0.0,0.0,7.82,1.66,0.0
20210201:0410,0.0,0.0,0.0,7.83,2.07,0.0
20210201:0510,0.0,0.0,0.0,7.75,2.21,0.0
20210201:0610,0.0,0.0,0.0,7.66,2.21,0.0
20210201:0710,0.0,0.0,0.0,7.26,1.93,0.0
20210201:0810,32.29,52.59,6.17,7.4,2.07,0.0
20210201:0910,155.66,192.42,13.44,7.58,2.48,0.0
20210201:1010,86.2,115.43,19.05,7.73,3.1,0.0
20210201:1110,46.45,69.53,22.5,7.82,2.97,0.0
20210201:1210,29.14,48.49,23.44,8.03,3.24,0.0
20210201:1310,38.0,59.47,21.75,8.42,3.93,0.0
20210201:1410,107.28,138.95,17.63,8.02,3.79,0.0
20210201:1510,227.78,272.35,11.5,7.63,3.72,0.0
20210201:1610,0.69,7.32,3.84,7.29,3.45,0.0
20210201:1710,0.0,0.0,0.0,6.95,3.17,0.0
20210201:1810,0.0,0.0,0.0,6.62,2.83,0.0
20210201:1910,0.0,0.0,0.0,6.19,2.21,0.0
20210201:2010,0.0,0.0,0.0,6.01,1.24,0.0
20210201:2110,0.0,0.0,0.0,5.72,2.14,0.0
20210201:2210,0.0,0.0,0.0,5.73,1.52,0.0
20210201:2310,0.0,0.0,0.0,5.5,1.59,0.0
20210202:0010,0.0,0.0,0.0,5.45,2.21,0.0
20210202:0110,0.0,0.0,0.0,5.47,2.62,0.0
20210202:0210,0.0,0.0,0.0,5.75,3.24,0.0
20210202:0310,0.0,0.0,0.0,6.15,3.86,0.0
20210202:0410,0.0,0.0,0.0,6.83,4.34,0.0
20210202:0510,0.0,0.0,0.0,7.96,5.03,0.0
20210202:0610,0.0,0.0,0.0,8.75,5.72,0.0
20210202:0710,0.0,0.0,0.0,9.55,5.31,0.0
20210202:0810,184.04,230.74,6.39,10.16,5.03,0.0
20210202:0910,362.63,426.95,13.68,10.7,5.17,0.0
20210202:1010,163.13,203.21,19.31,11.6,5.66,0.0
20210202:1110,130.44,167.6,22.78,12.15,5.66,0.0
20210202:1210,377.59,445.9,23.73,12.28,5.72,0.0
20210202:1310,205.07,251.82,22.04,12.87,5.03,0.0
20210202:1410,299.79,358.9,17.91,13.2,4.9,0.0
20210202:1510,115.88,151.22,11.76,13.11,5.45,0.0
20210202:1610,0.28,6.4,4.09,12.38,5.31,0.0
20210202:1710,0.0,0.0,0.0,11.35,4.69,0.0
20210202:1810,0.0,0.0,0.0,11.2,4.83,0.0
20210202:1910,0.0,0.0,0.0,11.12,5.45,0.0
20210202:2010,0.0,0.0,0.0,10.91,5.31,0.0
20210202:2110,0.0,0.0,0.0,10.54,5.45,0.0
20210202:2210,0.0,0.0,0.0,10.61,5.52,0.0
20210202:2310,0.0,0.0,0.0,10.63,5.24,0.0
20210203:0010,0.0,0.0,0.0,10.34,4.48,0.0
20210203:0110,0.0,0.0,0.0,9.73,4.55,0.0
20210203:0210,0.0,0.0,0.0,9.34,4.48,0.0
20210203:0310,0.0,0.0,0.0,9.54,3.93,0.0
20210203:0410,0.0,0.0,0.0,9.52,3.38,0.0
20210203:0510,0.0,0.0,0.0,9.46,3.45,0.0
20210203:0610,0.0,0.0,0.0,9.55,3.52,0.0
20210203:0710,0.0,0.0,0.0,11.58,7.45,0.0
20210203:0810,133.07,172.3,6.62,11.33,7.45,0.0
20210203:0910,60.72,87.13,13.93,11.17,6.0,0.0
20210203:1010,601.86,706.16,19.57,11.55,6.28,0.0
20210203:1110,243.76,293.75,23.07,12.32,6.76,0.0
20210203:1210,129.28,166.38,24.03,12.66,8.55,0.0
20210203:1310,30.1,50.32,22.33,11.83,10.48,0.0
20210203:1410,167.78,206.71,18.2,10.73,9.24,0.0
20210203:1510,87.27,116.77,12.04,9.78,8.07,0.0
20210203:1610,2.44,10.98,4.35,9.18,7.52,0.0
20210203:1710,0.0,0.0,0.0,8.92,5.93,0.0
20210203:1810,0.0,0.0,0.0,8.76,5.31,0.0
20210203:1910,0.0,0.0,0.0,8.28,5.31,0.0
20210203:2010,0.0,0.0,0.0,7.86,4.97,0.0
20210203:2110,0.0,0.0,0.0,7.77,4.41,0.0
20210203:2210,0.0,0.0,0.0,7.3,4.0,0.0
20210203:2310,0.0,0.0,0.0,7.1,3.86,0.0
20210204:0010,0.0,0.0,0.0,7.03,3.59,0.0
20210204:0110,0.0,0.0,0.0,6.42,3.1,0.0
20210204:0210,0.0,0.0,0.0,5.84,2.9,0.0
20210204:0310,0.0,0.0,0.0,5.46,2.76,0.0
20210204:0410,0.0,0.0,0.0,5.12,2.48,0.0
20210204:0510,0.0,0.0,0.0,4.77,2.41,0.0
20210204:0610,0.0,0.0,0.0,4.45,2.48,0.0
20210204:0710,0.0,0.0,0.0,4.71,2.21,0.0
20210204:0810,192.73,237.26,6.85,5.41,2.21,0.0
20210204:0910,413.72,484.91,14.18,6.9,2.28,0.0
20210204:1010,46.36,69.53,19.84,8.19,2.83,0.0
20210204:1110,93.92,125.13,23.35,9.18,3.24,0.0
20210204:1210,43.66,66.79,24.32,10.04,2.83,0.0
20210204:1310,86.02,116.91,22.63,10.69,2.41,0.0
20210204:1410,64.86,92.37,18.48,11.05,2.07,0.0
20210204:1510,199.93,246.33,12.31,11.05,1.86,0.0
20210204:1610,106.03,145.01,4.61,10.63,1.86,0.0
20210204:1710,0.0,0.0,0.0,9.36,2.28,0.0
20210204:1810,0.0,0.0,0.0,8.37,2.34,0.0
20210204:1910,0.0,0.0,0.0,7.64,2.14,0.0
20210204:2010,0.0,0.0,0.0,7.27,2.21,0.0
20210204:2110,0.0,0.0,0.0,7.43,2.14,0.0
20210204:2210,0.0,0.0,0.0,7.71,2.0,0.0
20210204:2310,0.0,0.0,0.0,7.71,1.79,0.0
20210205:0010,0.0,0.0,0.0,7.47,1.66,0.0
20210205:0110,0.0,0.0,0.0,7.39,1.93,0.0
20210205:0210,0.0,0.0,0.0,7.1,2.21,0.0
20210205:0310,0.0,0.0,0.0,6.93,2.28,0.0
20210205:0410,0.0,0.0,0.0,6.95,2.34,0.0
20210205:0510,0.0,0.0,0.0,6.82,2.34,0.0
20210205:0610,0.0,0.0,0.0,6.59,2.21,0.0
20210205:0710,0.0,0.0,0.0,6.22,2.21,0.0
20210205:0810,35.09,55.75,7.08,6.31,2.0,0.0
20210205:0910,257.61,306.46,14.43,7.24,1.93,0.0
20210205:1010,552.17,654.97,20.12,8.68,2.34,0.0
20210205:1110,244.38,294.35,23.65,9.96,2.9,0.0
20210205:1210,92.23,124.15,24.63,10.97,3.03,0.0
20210205:1310,298.27,356.95,22.93,11.49,3.38,0.0
20210205:1410,513.02,611.31,18.77,11.54,3.1,0.0
20210205:1510,88.72,119.93,12.59,11.57,2.41,0.0
20210205:1610,16.62,33.09,4.87,10.98,1.52,0.0
20210205:1710,0.0,0.0,0.0,10.2,1.45,0.0
20210205:1810,0.0,0.0,0.0,9.25,1.59,0.0
20210205:1910,0.0,0.0,0.0,7.81,1.31,0.0
20210205:2010,0.0,0.0,0.0,7.2,1.86,0.0
20210205:2110,0.0,0.0,0.0,6.95,1.66,0.0
20210205:2210,0.0,0.0,0.0,6.67,1.72,0.0
20210205:2310,0.0,0.0,0.0,6.52,1.79,0.0
20210206:0010,0.0,0.0,0.0,6.44,1.79,0.0
20210206:0110,0.0,0.0,0.0,6.38,1.86,0.0
20210206:0210,0.0,0.0,0.0,6.22,1.93,0.0
20210206:0310,0.0,0.0,0.0,6.03,1.72,0.0
20210206:0410,0.0,0.0,0.0,5.38,1.45,0.0
20210206:0510,0.0,0.0,0.0,4.71,1.59,0.0
20210206:0610,0.0,0.0,0.0,4.51,1.79,0.0
20210206:0710,0.0,0.0,0.0,5.43,1.93,0.0
20210206:0810,25.7,43.94,7.32,5.94,2.07,0.0
20210206:0910,64.61,90.35,14.69,6.63,1.86,0.0
20210206:1010,162.95,201.02,20.4,7.47,2.14,0.0
20210206:1110,128.96,164.23,23.95,8.21,2.21,0.0
20210206:1210,220.68,267.37,24.93,8.9,2.14,0.0
20210206:1310,61.61,87.83,23.24,8.88,2.14,0.0
20210206:1410,16.3,32.02,19.07,9.1,2.41,0.0
20210206:1510,9.17,21.96,12.87,8.98,2.55,0.0
20210206:1610,2.45,10.98,5.14,8.41,2.48,0.0
20210206:1710,0.0,0.0,0.0,7.93,2.76,0.0
20210206:1810,0.0,0.0,0.0,7.59,2.97,0.0
20210206:1910,0.0,0.0,0.0,7.15,2.76,0.0
